transaction_id,customer_id,transaction_date,online_channel,offline_store,total_online_spend_ngn,total_offline_spend_ngn,preferred_channel,cross_channel_purchases,city
XCH0010751,CUST492357,6/12/2024,Jumia,Justrite,413928.64,75974.06,online,20,Enugu
XCH0010752,CUST916235,4/20/2024,Jumia,Computer Village,339542.58,63424.3,online,11,Kaduna
XCH0010753,CUST598109,4/2/2024,Jumia,Spar,434338.96,140253.72,offline,20,Port Harcourt
XCH0010754,CUST824936,10/22/2024,PayPorte,Ebeano,35215.1,158066.69,online,2,Benin City
XCH0010755,CUST977997,3/9/2024,Jiji,Computer Village,348817.19,16480.93,offline,18,Abeokuta
XCH0010756,CUST717409,5/29/2024,Jumia,Ebeano,89999.38,116231.15,both,5,Enugu
XCH0010757,CUST945346,4/18/2024,Jiji,Ebeano,49963.57,50956.84,both,13,Calabar
XCH0010758,CUST238232,5/4/2024,Jumia,Mr Price,13157.75,99330.97,offline,18,Aba
XCH0010759,CUST915155,5/14/2024,Supermart,Justrite,467673.31,31129.75,both,8,Warri
XCH0010760,CUST653004,4/16/2024,Slot,Pointek,234126.93,190907.58,offline,20,Ilorin
XCH0010761,CUST749027,3/1/2024,Konga,Shoprite,301631.12,114389,both,20,Warri
XCH0010762,CUST314723,9/16/2024,Konga,Game,308497.78,137873.07,online,18,Onitsha
XCH0010763,CUST897520,1/24/2024,Shoprite Online,Balogun Market,451322.26,91031.49,both,3,Abeokuta
XCH0010764,CUST972905,9/7/2024,Jumia,Shoprite,160049.66,161599.77,both,8,Warri
XCH0010765,CUST654524,5/9/2024,Konga,Computer Village,470998.62,143660.15,both,11,Onitsha
XCH0010766,CUST237286,8/11/2024,Jiji,Mr Price,353860.83,94146.51,both,12,Abeokuta
XCH0010767,CUST367074,3/2/2024,Konga,Pointek,352647.95,198293.47,offline,16,Calabar
XCH0010768,CUST134227,10/5/2024,Slot,Ebeano,72574.74,69755.9,offline,19,Abuja
XCH0010769,CUST820815,7/16/2024,Konga,Shoprite,394524.26,144375.94,online,12,Enugu
XCH0010770,CUST528835,6/13/2024,Jiji,Justrite,138573.66,154754.7,offline,15,Aba
XCH0010771,CUST386538,5/20/2024,Jumia,Balogun Market,281732.3,119734.09,online,18,Lagos
XCH0010772,CUST971610,9/27/2024,Jumia,Ebeano,254597.54,186389.89,both,14,Lagos
XCH0010773,CUST476153,3/5/2024,Glovo,Computer Village,115574.26,44797.62,online,19,Warri
XCH0010774,CUST630148,7/24/2024,Glovo,Mr Price,255497.82,62644.46,offline,20,Kano
XCH0010775,CUST248919,2/4/2024,Jumia,Game,254542.79,190100.34,both,7,Ibadan
XCH0010776,CUST298850,7/21/2024,Konga,Game,488899.75,122007.61,offline,3,Abuja
XCH0010777,CUST607718,7/7/2024,Konga,Slot,379317.82,137165.84,both,11,Abuja
XCH0010778,CUST292648,5/21/2024,Jiji,Balogun Market,344459.6,68246.49,offline,2,Calabar
XCH0010779,CUST865239,4/21/2024,Jumia,Computer Village,382836.62,98345.49,both,11,Port Harcourt
XCH0010780,CUST684920,2/16/2024,Spar Online,Spar,311461.39,72799.09,both,9,Enugu
XCH0010781,CUST574845,10/17/2024,Spar Online,Computer Village,328952.4,114686.7,online,19,Kaduna
XCH0010782,CUST957047,3/17/2024,Jiji,Spar,299653.07,15880.04,online,1,Ibadan
XCH0010783,CUST984464,5/26/2024,Konga,Balogun Market,152728.48,60562.53,online,13,Warri
XCH0010784,CUST467735,10/12/2024,Chowdeck,Justrite,134490.24,91592.7,offline,7,Kaduna
XCH0010785,CUST631369,5/30/2024,Jumia,Shoprite,441970.13,108966.66,online,16,Port Harcourt
XCH0010786,CUST886460,2/6/2024,Jumia,Balogun Market,167951.85,27567.65,both,18,Aba
XCH0010787,CUST337657,5/20/2024,Jumia,Game,260279.1,149476.93,both,12,Abuja
XCH0010788,CUST948846,5/18/2024,Konga,Game,58611.99,109227.91,both,10,Benin City
XCH0010789,CUST639562,5/29/2024,Konga,Shoprite,136525.55,162549.31,offline,8,Lagos
XCH0010790,CUST843088,9/3/2024,Jiji,Game,55312,165334.58,online,5,Calabar
XCH0010791,CUST697332,3/3/2024,Jumia,Pointek,268777.03,198024.67,online,3,Abeokuta
XCH0010792,CUST699460,8/12/2024,Jumia,Spar,288698.93,93195.97,offline,4,Port Harcourt
XCH0010793,CUST458194,4/16/2024,Jumia,Spar,431481,131930.42,online,7,Jos
XCH0010794,CUST368603,8/6/2024,Jumia,Game,73742.43,56137.05,offline,2,Warri
XCH0010795,CUST706635,9/20/2024,Jiji,Shoprite,168524.88,166634.89,online,10,Lagos
XCH0010796,CUST572198,5/11/2024,PayPorte,Computer Village,266176.2,25908.46,online,14,Jos
XCH0010797,CUST923031,5/23/2024,Slot,Balogun Market,145514.43,84920.49,online,9,Onitsha
XCH0010798,CUST433745,8/27/2024,Konga,Pointek,418464.94,24449.34,online,10,Aba
XCH0010799,CUST553307,10/2/2024,PayPorte,Ebeano,88788.27,134449.22,online,1,Enugu
XCH0010800,CUST251807,10/1/2024,Jumia,Mr Price,78351.78,150268.36,both,15,Kano
XCH0010801,CUST315662,6/22/2024,Jumia,Shoprite,153417.18,141319.4,online,19,Jos
XCH0010802,CUST892600,7/16/2024,Jiji,Mr Price,454579,34430.71,online,12,Benin City
XCH0010803,CUST983840,4/13/2024,Jumia,Spar,299765.53,41918.68,offline,14,Kano
XCH0010804,CUST471363,5/27/2024,Slot,Slot,212227.53,190578.54,offline,12,Abeokuta
XCH0010805,CUST610904,3/15/2024,Konga,Shoprite,295830.09,66880.83,both,6,Kaduna
XCH0010806,CUST446953,4/21/2024,Jumia,Slot,292786.62,168103.82,online,12,Abuja
XCH0010807,CUST576787,4/27/2024,Konga,Slot,498049.08,161746.11,offline,1,Abeokuta
XCH0010808,CUST921014,1/4/2024,Jiji,Game,318392.48,59294.96,offline,4,Enugu
XCH0010809,CUST665965,2/1/2024,Konga,Shoprite,319583.51,154890.56,offline,19,Ilorin
XCH0010810,CUST377629,7/18/2024,Jumia,Balogun Market,218705.05,25425.91,both,8,Ilorin
XCH0010811,CUST679624,5/9/2024,Konga,Balogun Market,438321.1,95131.18,offline,13,Enugu
XCH0010812,CUST485643,10/15/2024,Jumia,Mr Price,461586.91,50446.44,online,14,Enugu
XCH0010813,CUST959274,6/13/2024,Jumia,Ebeano,242869.86,184100.18,offline,3,Lagos
XCH0010814,CUST794066,9/4/2024,Konga,Ebeano,461884.29,93169.73,online,4,Benin City
XCH0010815,CUST473135,9/1/2024,Slot,Justrite,440099.3,93511.23,offline,18,Port Harcourt
XCH0010816,CUST760494,9/28/2024,Jumia,Ebeano,399634.99,109707.66,offline,15,Kano
XCH0010817,CUST474252,3/16/2024,Konga,Justrite,189383.73,62740.28,online,6,Benin City
XCH0010818,CUST706994,5/21/2024,Jiji,Justrite,129892.06,40391,offline,9,Ilorin
XCH0010819,CUST126286,2/13/2024,Jiji,Game,458521.48,110563.15,both,20,Aba
XCH0010820,CUST200851,8/20/2024,Jumia,Mr Price,104776.43,62568.55,both,20,Kano
XCH0010821,CUST716916,10/2/2024,Konga,Game,85449.76,125872.4,online,3,Benin City
XCH0010822,CUST219348,4/18/2024,Jumia,Computer Village,206115.91,141813.66,offline,12,Aba
XCH0010823,CUST789193,7/21/2024,Spar Online,Game,285491.39,44979,online,12,Warri
XCH0010824,CUST370884,6/27/2024,Konga,Game,486343.15,152413.29,both,19,Onitsha
XCH0010825,CUST795097,3/28/2024,Jumia,Game,110405.72,54977.85,online,7,Kaduna
XCH0010826,CUST325252,1/8/2024,Jumia,Balogun Market,108053.03,64975.82,offline,7,Abeokuta
XCH0010827,CUST261905,8/9/2024,Konga,Computer Village,449806.64,191506.54,online,5,Benin City
XCH0010828,CUST556385,4/15/2024,Jumia,Spar,41683.69,186331.61,offline,2,Calabar
XCH0010829,CUST699215,2/10/2024,PayPorte,Game,498509.3,48392.67,both,15,Onitsha
XCH0010830,CUST641213,7/22/2024,Jumia,Game,448714.75,137761.76,online,13,Abeokuta
XCH0010831,CUST969420,2/2/2024,Jumia,Pointek,107089.31,127939.1,online,18,Kaduna
XCH0010832,CUST160454,5/22/2024,Jiji,Game,428469.48,66953.8,online,18,Enugu
XCH0010833,CUST387289,7/13/2024,Jumia,Balogun Market,38006.35,67671.3,offline,9,Aba
XCH0010834,CUST183278,9/11/2024,Konga,Mr Price,74795.41,95043.22,online,1,Abuja
XCH0010835,CUST870926,4/27/2024,Konga,Justrite,298758.47,64073.78,both,13,Calabar
XCH0010836,CUST169143,6/12/2024,Jumia,Computer Village,51162.99,94352.13,offline,6,Aba
XCH0010837,CUST761886,8/20/2024,Jumia,Spar,135096.36,133317.3,both,2,Jos
XCH0010838,CUST952399,6/2/2024,Jiji,Game,64241.21,103556.15,both,10,Kaduna
XCH0010839,CUST786854,2/16/2024,Jiji,Shoprite,246253.38,6615.34,online,18,Kaduna
XCH0010840,CUST550837,1/27/2024,Jumia,Ebeano,225274.76,115227.59,online,9,Kaduna
XCH0010841,CUST100687,6/6/2024,Spar Online,Spar,297166.75,22210.16,online,3,Abeokuta
XCH0010842,CUST182494,2/14/2024,Konga,Shoprite,421591.49,141783.15,offline,2,Calabar
XCH0010843,CUST770276,5/27/2024,Jumia,Ebeano,392154.4,91115.06,offline,7,Calabar
XCH0010844,CUST749616,8/24/2024,Jumia,Computer Village,150490.89,129619.28,offline,3,Port Harcourt
XCH0010845,CUST252283,1/5/2024,Jumia,Mr Price,71338.78,146077.8,both,7,Warri
XCH0010846,CUST406840,7/13/2024,Supermart,Computer Village,482388.03,25486.68,both,20,Kaduna
XCH0010847,CUST116503,6/27/2024,Jiji,Balogun Market,296109.45,47972.78,online,7,Onitsha
XCH0010848,CUST128724,10/26/2024,Jumia,Ebeano,447519.01,111347.05,both,8,Benin City
XCH0010849,CUST716215,1/3/2024,Jiji,Game,302551.71,161619.51,online,18,Lagos
XCH0010850,CUST593506,9/20/2024,Jiji,Justrite,102542.69,178559.42,both,12,Abuja
XCH0010851,CUST859936,7/23/2024,Jumia,Justrite,97486.64,77011.96,online,20,Port Harcourt
XCH0010852,CUST796720,1/8/2024,Konga,Pointek,17798.3,66877.35,offline,20,Enugu
XCH0010853,CUST571927,6/12/2024,Konga,Shoprite,35449.09,187469.03,both,2,Calabar
XCH0010854,CUST169127,6/10/2024,Jiji,Mr Price,158637.39,33355.03,online,16,Abeokuta
XCH0010855,CUST496433,2/11/2024,Supermart,Pointek,373134.23,24161.43,online,12,Onitsha
XCH0010856,CUST468588,2/29/2024,Jumia,Shoprite,204301.58,138346.22,online,16,Jos
XCH0010857,CUST879454,2/24/2024,Shoprite Online,Game,306451.21,47444.01,both,18,Ilorin
XCH0010858,CUST432085,10/2/2024,Jiji,Ebeano,329691.66,86919.86,online,6,Aba
XCH0010859,CUST146665,5/4/2024,Jumia,Ebeano,263342.07,129567.93,online,18,Aba
XCH0010860,CUST353603,3/13/2024,Slot,Mr Price,12277.17,76059.78,offline,5,Warri
XCH0010861,CUST886743,9/26/2024,Supermart,Spar,302798.39,102835.34,online,10,Benin City
XCH0010862,CUST898368,1/7/2024,Jumia,Justrite,11046.1,169481.32,offline,5,Kano
XCH0010863,CUST591664,8/10/2024,Konga,Slot,374193.4,186795.7,both,1,Ilorin
XCH0010864,CUST741829,3/27/2024,Jumia,Balogun Market,496645.55,140737.56,offline,3,Kaduna
XCH0010865,CUST576387,7/24/2024,Jumia,Game,92033.89,172292.77,online,6,Kano
XCH0010866,CUST753428,10/5/2024,Konga,Balogun Market,415894.16,103184.11,offline,13,Warri
XCH0010867,CUST249245,7/23/2024,Slot,Spar,215002.54,192874.59,both,10,Port Harcourt
XCH0010868,CUST673285,7/25/2024,Shoprite Online,Computer Village,465902.78,197840.77,both,13,Port Harcourt
XCH0010869,CUST489817,5/20/2024,Jumia,Computer Village,104626.2,96946.17,both,16,Kaduna
XCH0010870,CUST134013,4/24/2024,Glovo,Game,300194.96,121965.95,offline,5,Warri
XCH0010871,CUST462503,8/6/2024,Konga,Justrite,73022.84,23595.7,both,9,Abeokuta
XCH0010872,CUST182324,10/22/2024,Konga,Justrite,130841.22,174711.63,offline,14,Jos
XCH0010873,CUST862103,2/20/2024,Jumia,Shoprite,43804.56,91179.68,offline,16,Kaduna
XCH0010874,CUST422981,8/31/2024,Jumia,Ebeano,487465.83,127160.58,both,18,Ibadan
XCH0010875,CUST906855,7/5/2024,Jumia,Ebeano,49154.63,141769.47,both,8,Ibadan
XCH0010876,CUST996248,6/20/2024,Jumia,Spar,480863.74,14819.91,both,12,Warri
XCH0010877,CUST853021,10/22/2024,Shoprite Online,Mr Price,252520.26,123754.77,online,18,Abuja
XCH0010878,CUST699590,6/2/2024,Jumia,Game,154985.89,64300.43,both,15,Abuja
XCH0010879,CUST698902,4/13/2024,PayPorte,Ebeano,317696.86,100661.87,online,20,Abuja
XCH0010880,CUST374141,4/23/2024,Konga,Pointek,29681.23,164151.91,both,6,Abuja
XCH0010881,CUST741120,10/14/2024,Jiji,Pointek,482699.34,82519.97,online,16,Kaduna
XCH0010882,CUST100858,9/6/2024,Jumia,Computer Village,314879.71,193481.79,both,1,Onitsha
XCH0010883,CUST565138,2/20/2024,Jumia,Balogun Market,467545.77,156769.38,online,10,Kaduna
XCH0010884,CUST865144,10/15/2024,Jumia,Computer Village,236701.81,97883.66,offline,15,Ibadan
XCH0010885,CUST593111,6/6/2024,Jumia,Spar,17838.04,176494.92,offline,5,Benin City
XCH0010886,CUST373598,10/22/2024,Jumia,Game,350338.97,18941.62,both,15,Jos
XCH0010887,CUST402021,3/8/2024,Jumia,Pointek,131974.19,53296.35,both,3,Ilorin
XCH0010888,CUST995100,8/26/2024,Spar Online,Mr Price,408305.88,134747.56,online,12,Abeokuta
XCH0010889,CUST813350,6/14/2024,Konga,Spar,343044.39,153892.03,both,16,Jos
XCH0010890,CUST149042,9/10/2024,Konga,Slot,116473.24,58701.41,offline,13,Calabar
XCH0010891,CUST245728,2/17/2024,Jumia,Balogun Market,112389.31,142629.65,online,16,Aba
XCH0010892,CUST661277,10/17/2024,Jumia,Balogun Market,292990.1,117415.24,offline,17,Ibadan
XCH0010893,CUST790060,4/29/2024,Konga,Game,57360.88,102252.95,online,5,Port Harcourt
XCH0010894,CUST944769,6/26/2024,Jumia,Pointek,183893.55,109014.85,online,17,Jos
XCH0010895,CUST353984,8/2/2024,Jumia,Shoprite,124856.27,193981.1,offline,19,Aba
XCH0010896,CUST940844,1/9/2024,Jumia,Slot,473937.69,151164.92,online,4,Onitsha
XCH0010897,CUST970788,3/26/2024,Jumia,Balogun Market,41922.73,121998.75,offline,18,Port Harcourt
XCH0010898,CUST376646,7/1/2024,Jumia,Ebeano,156078.66,39599.12,offline,17,Abuja
XCH0010899,CUST527943,2/26/2024,Jumia,Shoprite,306962.56,50477.71,both,2,Port Harcourt
XCH0010900,CUST575616,4/14/2024,Jumia,Balogun Market,257733.67,98591.51,both,17,Jos
XCH0010901,CUST737989,1/16/2024,Jiji,Mr Price,165889.07,89305.92,offline,18,Onitsha
XCH0010902,CUST570430,1/11/2024,Konga,Balogun Market,212507.36,117357.87,online,4,Abuja
XCH0010903,CUST920507,10/8/2024,Jumia,Slot,278221.19,154767.52,online,2,Aba
XCH0010904,CUST537527,2/6/2024,Jumia,Computer Village,211098.44,166357.84,offline,12,Benin City
XCH0010905,CUST361081,1/16/2024,Konga,Slot,133914.57,162181.59,offline,10,Abeokuta
XCH0010906,CUST949222,9/9/2024,Jumia,Ebeano,400236.83,72455.52,both,15,Abeokuta
XCH0010907,CUST310518,2/7/2024,Glovo,Ebeano,329828.15,62461.5,offline,11,Aba
XCH0010908,CUST940418,9/6/2024,Konga,Pointek,451513.64,186947.86,both,20,Kano
XCH0010909,CUST114373,5/2/2024,Jiji,Pointek,472513.54,148695.18,both,10,Kano
XCH0010910,CUST546792,10/23/2024,Konga,Shoprite,208013.25,149645,offline,1,Kaduna
XCH0010911,CUST840010,7/26/2024,Jumia,Justrite,260995.29,150220.12,offline,5,Kano
XCH0010912,CUST356898,6/19/2024,Slot,Pointek,172144.5,83820.39,both,1,Kano
XCH0010913,CUST122412,1/14/2024,Jumia,Spar,486414.12,102501.1,both,7,Onitsha
XCH0010914,CUST495493,10/7/2024,Jumia,Spar,161719.54,133392.07,both,17,Jos
XCH0010915,CUST146603,3/20/2024,Jumia,Game,43150,22842.49,both,19,Ibadan
XCH0010916,CUST203621,6/7/2024,Slot,Pointek,234741.35,154172.46,online,10,Enugu
XCH0010917,CUST457057,8/1/2024,Supermart,Justrite,23408.94,198118.93,both,12,Abeokuta
XCH0010918,CUST816623,5/20/2024,Jumia,Spar,418586.21,23497.15,online,14,Ilorin
XCH0010919,CUST920327,10/25/2024,Konga,Justrite,14306.7,54624.35,both,3,Aba
XCH0010920,CUST113915,4/19/2024,Jiji,Ebeano,203604.11,29312.25,both,18,Onitsha
XCH0010921,CUST996684,1/14/2024,Jiji,Mr Price,90399.86,80905.6,offline,12,Enugu
XCH0010922,CUST223515,2/11/2024,PayPorte,Ebeano,96570.97,171912.9,online,1,Aba
XCH0010923,CUST323058,7/24/2024,Konga,Pointek,364719.85,80165.27,both,3,Aba
XCH0010924,CUST640770,9/3/2024,Konga,Balogun Market,460946.47,115710.15,online,2,Warri
XCH0010925,CUST557816,9/18/2024,Konga,Balogun Market,229165.62,164815.41,offline,1,Lagos
XCH0010926,CUST415194,7/25/2024,Jiji,Mr Price,437438.36,85957.97,both,18,Lagos
XCH0010927,CUST680872,5/19/2024,Konga,Mr Price,343200.95,186452.25,both,4,Enugu
XCH0010928,CUST800394,3/9/2024,Jumia,Ebeano,150933.93,162217.07,online,10,Benin City
XCH0010929,CUST284765,9/27/2024,Konga,Spar,360619.71,122581.32,offline,8,Aba
XCH0010930,CUST817813,1/3/2024,Jumia,Mr Price,18273.81,194998.1,online,10,Calabar
XCH0010931,CUST780057,6/19/2024,Jiji,Balogun Market,56402.41,128349.5,offline,16,Abuja
XCH0010932,CUST150731,1/5/2024,Konga,Game,218289.71,33600.14,offline,20,Abuja
XCH0010933,CUST185122,2/27/2024,Jiji,Pointek,218944.82,48823.09,online,1,Kaduna
XCH0010934,CUST252796,5/15/2024,Jiji,Justrite,309888.95,166775.22,offline,13,Jos
XCH0010935,CUST675649,5/24/2024,Jumia,Slot,290294.5,194045.98,online,16,Jos
XCH0010936,CUST892255,3/15/2024,Jiji,Shoprite,349456.87,135783.83,offline,5,Warri
XCH0010937,CUST429926,2/6/2024,Konga,Computer Village,85253.71,50259.01,offline,10,Onitsha
XCH0010938,CUST574280,1/26/2024,Jumia,Slot,203272.03,117347.78,online,7,Kaduna
XCH0010939,CUST567253,10/21/2024,Jumia,Justrite,250551.18,180394.12,both,15,Port Harcourt
XCH0010940,CUST708119,5/24/2024,Jumia,Shoprite,236667.88,73505.5,both,9,Abeokuta
XCH0010941,CUST747379,4/27/2024,Shoprite Online,Slot,473128.43,60568.9,offline,8,Ilorin
XCH0010942,CUST922292,9/22/2024,Jiji,Balogun Market,189257.41,8616.41,online,2,Aba
XCH0010943,CUST101033,1/13/2024,Jumia,Balogun Market,456500.18,70289.23,online,3,Onitsha
XCH0010944,CUST963400,6/7/2024,Jiji,Ebeano,139351.02,95092.59,online,4,Abuja
XCH0010945,CUST464094,8/7/2024,Jumia,Pointek,346114.75,180657.71,online,19,Onitsha
XCH0010946,CUST543923,5/2/2024,Konga,Spar,221100.5,139666.97,offline,1,Kano
XCH0010947,CUST603110,4/9/2024,Konga,Computer Village,307606.44,185545.92,online,9,Ilorin
XCH0010948,CUST224281,9/17/2024,Jiji,Spar,27174.99,11496.51,online,19,Abeokuta
XCH0010949,CUST148494,6/30/2024,Konga,Ebeano,492313.95,79173.35,offline,16,Benin City
XCH0010950,CUST772800,7/28/2024,Jumia,Game,51634.88,120055.59,online,8,Aba
XCH0010951,CUST334745,9/8/2024,Jiji,Pointek,395608.26,38330.17,online,15,Kaduna
XCH0010952,CUST148012,8/30/2024,Jiji,Spar,448547.05,194246.65,both,18,Kano
XCH0010953,CUST228841,2/7/2024,Konga,Balogun Market,102065.83,109294.33,both,5,Benin City
XCH0010954,CUST580050,9/17/2024,Konga,Shoprite,277605.33,143447.22,online,13,Jos
XCH0010955,CUST114735,2/27/2024,Jumia,Game,55854.42,86884.99,both,11,Ilorin
XCH0010956,CUST231592,5/26/2024,Jumia,Pointek,209559.62,69663.27,offline,17,Warri
XCH0010957,CUST544295,9/23/2024,Konga,Spar,336603.3,92035.6,offline,12,Aba
XCH0010958,CUST603693,9/1/2024,Jumia,Justrite,120953.56,163046.45,both,20,Ilorin
XCH0010959,CUST370045,1/17/2024,Konga,Pointek,284542.92,148595.82,online,4,Abeokuta
XCH0010960,CUST851721,6/14/2024,Jumia,Balogun Market,312037.86,113150.79,both,9,Lagos
XCH0010961,CUST625006,8/9/2024,Jumia,Computer Village,490967.71,64315.43,offline,15,Calabar
XCH0010962,CUST533993,9/2/2024,Supermart,Slot,300812.73,173123.41,both,16,Aba
XCH0010963,CUST608873,10/3/2024,Jiji,Ebeano,36733.31,145693.69,offline,20,Kano
XCH0010964,CUST221107,8/19/2024,Jiji,Game,436118.31,192466.51,online,3,Ilorin
XCH0010965,CUST959016,3/8/2024,Jumia,Justrite,188624.81,136612.41,offline,14,Jos
XCH0010966,CUST784192,4/24/2024,Konga,Mr Price,210150.15,65402.48,offline,15,Aba
XCH0010967,CUST318107,1/16/2024,Jumia,Justrite,480073.44,62355.95,online,8,Kano
XCH0010968,CUST824003,9/7/2024,Konga,Shoprite,361943.64,125494.69,offline,17,Abuja
XCH0010969,CUST281066,2/18/2024,Slot,Ebeano,490104.65,65381.62,both,5,Aba
XCH0010970,CUST892804,1/14/2024,Konga,Mr Price,84316.71,8312.3,offline,14,Kaduna
XCH0010971,CUST451089,5/8/2024,Jumia,Ebeano,331532.73,162360.19,offline,10,Warri
XCH0010972,CUST800460,10/21/2024,Jumia,Computer Village,229890.35,60067.1,online,19,Enugu
XCH0010973,CUST178611,9/7/2024,Chowdeck,Balogun Market,245769.25,12752.61,both,1,Jos
XCH0010974,CUST359202,2/8/2024,Jiji,Ebeano,89044.75,90537.93,online,16,Onitsha
XCH0010975,CUST743610,3/12/2024,Konga,Ebeano,473748.12,25199.03,both,15,Port Harcourt
XCH0010976,CUST235263,6/29/2024,Slot,Computer Village,391296.77,131561.44,online,10,Abeokuta
XCH0010977,CUST694193,2/19/2024,Konga,Computer Village,160994.56,119049.09,both,15,Jos
XCH0010978,CUST478386,6/10/2024,Glovo,Mr Price,396444.33,110909.06,both,7,Aba
XCH0010979,CUST647007,2/9/2024,Jumia,Game,156653.23,52818.11,both,7,Port Harcourt
XCH0010980,CUST912437,4/9/2024,Jiji,Computer Village,478312.32,191991.79,both,18,Ibadan
XCH0010981,CUST958921,7/15/2024,Jumia,Computer Village,257191.05,136629.24,both,1,Aba
XCH0010982,CUST587191,10/24/2024,Supermart,Slot,80272.05,47373.94,offline,1,Kano
XCH0010983,CUST858328,9/8/2024,Konga,Shoprite,143383.16,17560.11,offline,2,Abuja
XCH0010984,CUST980379,3/18/2024,Jumia,Game,231874.29,27056.44,both,10,Jos
XCH0010985,CUST605221,7/19/2024,Jiji,Computer Village,34772.1,122401.24,online,4,Ibadan
XCH0010986,CUST311388,5/3/2024,Konga,Slot,421585.13,171040.19,both,20,Ibadan
XCH0010987,CUST696223,9/5/2024,Jiji,Balogun Market,75575.8,54477.67,both,10,Ibadan
XCH0010988,CUST420880,5/6/2024,Jiji,Game,370299.47,26931.38,both,16,Warri
XCH0010989,CUST554043,4/29/2024,Konga,Computer Village,74967.93,22099.98,online,6,Benin City
XCH0010990,CUST511195,10/23/2024,Jumia,Pointek,348174.35,36407.43,both,8,Lagos
XCH0010991,CUST946069,5/27/2024,Slot,Balogun Market,271982.47,166374.72,both,15,Ilorin
XCH0010992,CUST428337,8/3/2024,Jumia,Shoprite,145367.03,98740.42,both,13,Ibadan
XCH0010993,CUST213208,3/15/2024,Slot,Slot,457522.26,71235.98,both,11,Ilorin
XCH0010994,CUST560319,4/4/2024,Slot,Balogun Market,255538.53,39080.98,offline,6,Enugu
XCH0010995,CUST672756,2/6/2024,Konga,Slot,295259.04,7002.2,offline,6,Abuja
XCH0010996,CUST289639,5/25/2024,Jiji,Computer Village,457073.97,137718.68,offline,11,Warri
XCH0010997,CUST409116,9/4/2024,Spar Online,Justrite,445008.97,158150.53,both,1,Lagos
XCH0010998,CUST874503,8/23/2024,Konga,Computer Village,381386.33,71288.42,both,2,Abeokuta
XCH0010999,CUST607365,1/21/2024,Supermart,Game,20104.1,126557.94,offline,18,Abeokuta
XCH0011000,CUST744268,6/15/2024,Jumia,Justrite,36857.14,159049.66,online,19,Lagos
XCH0011001,CUST354869,7/1/2024,Slot,Game,250616.64,116697.96,online,4,Benin City
XCH0011002,CUST505737,1/6/2024,Glovo,Justrite,410506.13,32951.26,offline,3,Kaduna
XCH0011003,CUST922477,3/20/2024,Jiji,Slot,114183.55,164326.85,both,18,Onitsha
XCH0011004,CUST210850,4/29/2024,Jumia,Balogun Market,453935.24,101243.17,online,2,Enugu
XCH0011005,CUST455464,6/3/2024,Konga,Shoprite,149605.88,19266.37,offline,8,Port Harcourt
XCH0011006,CUST262328,10/22/2024,Jumia,Mr Price,489975.33,119310.39,both,14,Ilorin
XCH0011007,CUST789094,6/14/2024,Konga,Shoprite,323714.15,136069.9,online,7,Benin City
XCH0011008,CUST553685,9/11/2024,Jumia,Justrite,443030.33,72629.77,online,11,Kaduna
XCH0011009,CUST620697,6/2/2024,Jiji,Ebeano,191976.01,92864.73,online,6,Ilorin
XCH0011010,CUST922858,2/29/2024,Jumia,Pointek,139965.17,186399.72,both,3,Onitsha
XCH0011011,CUST677363,8/23/2024,Jumia,Pointek,256747.45,59695.02,online,3,Enugu
XCH0011012,CUST977017,9/19/2024,Slot,Computer Village,422471.98,114111.68,online,1,Kaduna
XCH0011013,CUST627374,5/4/2024,Slot,Slot,17422.32,6426.39,both,10,Abeokuta
XCH0011014,CUST208047,4/3/2024,Glovo,Ebeano,61318.27,152510.62,both,20,Ilorin
XCH0011015,CUST408307,4/26/2024,Slot,Computer Village,444725.37,87634.29,online,7,Aba
XCH0011016,CUST734612,5/6/2024,Konga,Spar,54254.42,123272.87,online,16,Ilorin
XCH0011017,CUST977679,9/2/2024,Konga,Balogun Market,45514.33,155255.13,offline,14,Ibadan
XCH0011018,CUST652243,3/29/2024,Jumia,Shoprite,350974.2,96250.49,offline,2,Warri
XCH0011019,CUST573925,4/5/2024,Jumia,Spar,385089.2,150050.33,offline,6,Kano
XCH0011020,CUST649953,1/30/2024,Jumia,Justrite,470816.87,55133.97,offline,10,Ibadan
XCH0011021,CUST798522,10/11/2024,Jiji,Balogun Market,456980.14,22623.41,online,2,Kaduna
XCH0011022,CUST721015,6/5/2024,Jumia,Balogun Market,26790.94,88397.76,online,8,Port Harcourt
XCH0011023,CUST372524,9/27/2024,Jiji,Slot,317759.23,136254.13,both,15,Abeokuta
XCH0011024,CUST773884,8/30/2024,Konga,Pointek,198298.59,76062.16,offline,13,Abuja
XCH0011025,CUST260510,9/13/2024,Jumia,Ebeano,358458.77,190984.18,online,9,Port Harcourt
XCH0011026,CUST236113,2/23/2024,Jumia,Spar,116782.8,178703.48,both,1,Jos
XCH0011027,CUST684244,10/4/2024,Glovo,Ebeano,42349.67,28482.83,offline,10,Abuja
XCH0011028,CUST600599,8/2/2024,Konga,Justrite,134762.82,189695.23,online,5,Benin City
XCH0011029,CUST705828,9/25/2024,Konga,Computer Village,480127.71,160891.39,offline,11,Kaduna
XCH0011030,CUST605976,3/30/2024,Spar Online,Ebeano,338889.3,159894.19,offline,16,Calabar
